0.443478 0.067350 0.777983 0.877837 0.465248 0.625570 0.536087 0.017227 0.840635 0.944400 0.496339 0.631433 0.309633 0.014554 0.850555 0.960490 0.501859 0.654094 0.359234 0.027087 0.829060 0.907395 0.490016 0.665946 0.718269 0.737882 0.737882 0.625362 0.622303 0.622303 0.027369 0.030041 0.030041 0.972729 0.721531 0.721531 0.448155 0.523947 0.523947 0.551845 0.549144 0.549144 1 0 0 0 0 0 0 0 0 0 0
0.290881 0.093950 0.871281 0.843621 0.719583 0.623805 0.635913 0.047838 0.876742 0.785886 0.690609 0.630239 0.259963 0.042791 0.887234 0.807059 0.704040 0.652027 0.223988 0.050159 0.888622 0.800528 0.702951 0.661654 0.554076 0.630204 0.630204 0.990684 0.987148 0.987148 0.031836 0.035810 0.035810 0.968278 0.503538 0.503539 0.130558 0.216932 0.216932 0.869442 0.872507 0.872507 1 0 0 0 0 0 0 0 0 0 0
0.335478 0.156931 0.624809 0.701357 0.298415 0.626982 0.518184 0.036791 0.712635 0.817280 0.321821 0.629716 0.295111 0.030429 0.728535 0.855490 0.328578 0.652748 0.275869 0.059466 0.683969 0.748511 0.309454 0.664858 0.621344 0.644927 0.644927 0.832769 0.832022 0.832022 0.014858 0.016617 0.016617 0.985195 0.643408 0.643408 0.350094 0.391078 0.391078 0.649906 0.664052 0.664052 1 0 0 0 0 0 0 0 0 0 0
0.379402 0.160683 0.746133 0.718499 0.532695 0.627146 0.440783 0.039900 0.818925 0.835831 0.567175 0.629973 0.323752 0.036543 0.827902 0.851232 0.574943 0.652573 0.142372 0.068465 0.790460 0.757205 0.539760 0.664790 0.545440 0.598883 0.598883 1.000000 1.000000 1.000000 0.030872 0.034866 0.034866 0.969151 0.577537 0.577537 0.219945 0.299307 0.299307 0.780055 0.802340 0.802340 1 0 0 0 0 0 0 0 0 0 0
0.269426 0.206737 0.464390 0.594182 0.167627 0.626994 0.381244 0.039523 0.596451 0.808045 0.225863 0.629797 0.569837 0.031554 0.614131 0.853599 0.232979 0.652068 0.270584 0.073268 0.547494 0.699177 0.195548 0.664232 0.736152 0.677224 0.677224 0.488700 0.493853 0.493853 0.013617 0.015201 0.015201 0.986431 0.825513 0.825514 0.606164 0.482505 0.482505 0.393836 0.408011 0.408011 1 0 0 0 0 0 0 0 0 0 0
0.205322 0.091363 0.845937 0.845593 0.680571 0.625803 0.450436 0.040528 0.864094 0.815781 0.670098 0.629793 0.506924 0.034296 0.877588 0.841003 0.683304 0.652781 0.285181 0.042902 0.875055 0.829669 0.680856 0.664958 0.637399 0.693643 0.693643 0.797333 0.799078 0.799078 0.012342 0.014038 0.014038 0.987702 0.596839 0.596839 0.243949 0.323046 0.323046 0.756051 0.757040 0.757040 1 0 0 0 0 0 0 0 0 0 0
0.466807 0.172654 0.671640 0.704794 0.472386 0.627784 0.397354 0.051985 0.737899 0.789203 0.497257 0.631924 0.220730 0.036563 0.766570 0.856816 0.514973 0.653692 0.394744 0.058163 0.742754 0.805114 0.501331 0.665690 0.804509 0.813603 0.813603 0.401884 0.398822 0.398822 0.007001 0.007630 0.007630 0.993025 0.834247 0.834247 0.477297 0.501200 0.501200 0.522703 0.500758 0.500758 1 0 0 0 0 0 0 0 0 0 0
0.435612 0.129027 0.785990 0.799995 0.591345 0.624532 0.615739 0.028305 0.859689 0.920027 0.639712 0.634671 0.202226 0.025820 0.865948 0.924197 0.640502 0.655917 0.274735 0.054830 0.832585 0.844799 0.615372 0.668296 0.792181 0.831415 0.831415 0.436859 0.432478 0.432478 0.005953 0.006578 0.006578 0.994068 0.818308 0.818308 0.429714 0.522877 0.522877 0.570286 0.547489 0.547489 1 0 0 0 0 0 0 0 0 0 0
0.247113 0.162981 0.685377 0.721205 0.477556 0.631171 0.431819 0.052607 0.744302 0.785472 0.496043 0.629164 0.386646 0.040344 0.768157 0.844634 0.517425 0.652642 0.137480 0.061084 0.746572 0.797120 0.502827 0.666188 0.813764 0.814021 0.814021 0.373356 0.371505 0.371505 0.013749 0.015276 0.015276 0.986300 0.796893 0.796893 0.558421 0.585307 0.585307 0.441579 0.422502 0.422502 1 0 0 0 0 0 0 0 0 0 0
0.438236 0.206912 0.493880 0.595218 0.167285 0.627333 0.574764 0.034422 0.627132 0.817910 0.226922 0.629481 0.343399 0.025512 0.648463 0.872278 0.235765 0.652183 0.401624 0.068205 0.578393 0.706881 0.197097 0.664906 0.714365 0.680043 0.680043 0.578778 0.579890 0.579891 0.008986 0.009940 0.009940 0.991046 0.800517 0.800518 0.533533 0.462340 0.462340 0.466467 0.478359 0.478359 1 0 0 0 0 0 0 0 0 0 0
0.623157 0.145216 0.725726 0.728763 0.422739 0.622243 0.382709 0.069357 0.744327 0.687405 0.400535 0.629609 0.224277 0.060309 0.762650 0.736347 0.415611 0.651050 0.227273 0.069841 0.758737 0.719846 0.409715 0.660707 0.781647 0.783925 0.783925 0.474885 0.474248 0.474248 0.039747 0.043377 0.043377 0.960309 0.630788 0.630788 0.525243 0.563993 0.563993 0.474757 0.460713 0.460713 1 0 0 0 0 0 0 0 0 0 0
0.349223 0.095301 0.873515 0.840204 0.663826 0.623980 0.370917 0.041379 0.889582 0.805967 0.643749 0.633819 0.176387 0.042501 0.890421 0.801667 0.646118 0.653503 0.273141 0.057221 0.880726 0.765124 0.628651 0.663495 0.623157 0.684352 0.684352 0.834248 0.826444 0.826444 0.008536 0.009630 0.009630 0.991495 0.588289 0.588289 0.210092 0.281073 0.281073 0.789908 0.783390 0.783389 1 0 0 0 0 0 0 0 0 0 0
0.270495 0.154159 0.680988 0.735165 0.451448 0.625782 0.400401 0.042825 0.754033 0.836835 0.487175 0.630464 0.311284 0.039889 0.761657 0.851858 0.493172 0.653171 0.147666 0.069006 0.727885 0.769357 0.463811 0.666343 0.798432 0.800024 0.800024 0.402225 0.401517 0.401517 0.010526 0.011590 0.011590 0.989512 0.842752 0.842752 0.537340 0.569955 0.569955 0.462660 0.452768 0.452768 1 0 0 0 0 0 0 0 0 0 0
0.591989 0.200987 0.534928 0.606218 0.261185 0.629804 0.362332 0.040676 0.650612 0.797675 0.305903 0.629361 0.358424 0.033314 0.668717 0.845026 0.312769 0.652850 0.277731 0.072711 0.608892 0.699013 0.283554 0.666538 0.797684 0.748200 0.748200 0.371603 0.374202 0.374202 0.017539 0.019377 0.019377 0.982525 0.837206 0.837206 0.645977 0.576846 0.576846 0.354023 0.352775 0.352775 1 0 0 0 0 0 0 0 0 0 0
0.486213 0.317131 0.523459 0.533687 0.340917 0.627876 0.690144 0.110627 0.593359 0.631961 0.345771 0.633627 0.351249 0.089457 0.622592 0.705938 0.373051 0.655554 0.287318 0.134773 0.592864 0.649560 0.356535 0.669375 0.799770 0.768159 0.768159 0.311849 0.314868 0.314868 0.023110 0.025701 0.025701 0.976973 0.861750 0.861750 0.670344 0.629947 0.629947 0.329656 0.325502 0.325502 1 0 0 0 0 0 0 0 0 0 0
0.293742 0.231286 0.500526 0.566701 0.171259 0.632184 0.521325 0.046605 0.622221 0.768900 0.225023 0.628878 0.289292 0.036290 0.645290 0.831537 0.237362 0.651850 0.328255 0.081560 0.578743 0.672705 0.195813 0.663916 0.703128 0.667191 0.667191 0.587900 0.590282 0.590282 0.016356 0.018234 0.018234 0.983410 0.748887 0.748887 0.514442 0.423810 0.423810 0.485558 0.495310 0.495310 1 0 0 0 0 0 0 0 0 0 0
0.165418 0.136739 0.758114 0.739694 0.528327 0.619696 0.401630 0.073698 0.760115 0.661668 0.486678 0.630984 0.259748 0.072139 0.765373 0.673552 0.491341 0.650852 0.255689 0.084112 0.761522 0.653198 0.485470 0.659514 0.764519 0.787517 0.787517 0.510000 0.507312 0.507312 0.026390 0.029566 0.029566 0.973705 0.614005 0.614005 0.418214 0.469159 0.469159 0.581786 0.559413 0.559413 1 0 0 0 0 0 0 0 0 0 0
0.508041 0.223706 0.551869 0.650232 0.360088 0.619292 0.473045 0.090360 0.606525 0.698575 0.366951 0.616961 0.288084 0.079659 0.620347 0.731827 0.373566 0.640067 0.066630 0.108986 0.597388 0.689917 0.364270 0.647027 0.784352 0.749280 0.749280 0.333046 0.335609 0.335609 0.030979 0.034399 0.034399 0.969131 0.850425 0.850425 0.640381 0.583667 0.583667 0.359619 0.351245 0.351245 0 1 0 0 0 0 0 0 0 0 0
0.273979 0.628471 0.179346 0.200739 0.056946 0.660502 0.739784 0.338908 0.216529 0.267482 0.056992 0.622783 0.656668 0.317595 0.228494 0.303084 0.059310 0.655421 0.487755 0.415525 0.185735 0.219749 0.047993 0.675123 0.485640 0.443582 0.443582 0.534334 0.546365 0.546365 0.148858 0.162920 0.162920 0.851654 0.696306 0.696306 0.632549 0.331169 0.331169 0.367451 0.394894 0.394894 0 1 0 0 0 0 0 0 0 0 0
0.466122 0.186042 0.593348 0.703835 0.393004 0.620491 0.518184 0.075696 0.643944 0.737662 0.400498 0.619147 0.378672 0.066798 0.656324 0.765761 0.406146 0.642567 0.320598 0.090297 0.637045 0.731000 0.398079 0.650508 0.794084 0.770631 0.770631 0.371788 0.373551 0.373551 0.031016 0.034432 0.034432 0.969095 0.813506 0.813506 0.596725 0.575877 0.575877 0.403275 0.393097 0.393097 0 1 0 0 0 0 0 0 0 0 0
0.474812 0.554139 0.218771 0.273732 0.092779 0.635145 0.509447 0.237820 0.291110 0.379825 0.099835 0.638884 0.214967 0.211614 0.307746 0.420889 0.103507 0.661885 0.341658 0.295205 0.263732 0.343619 0.091305 0.679185 0.468010 0.422741 0.422741 0.540290 0.557670 0.557670 0.246744 0.268252 0.268252 0.754084 0.631999 0.631999 0.647831 0.357655 0.357655 0.352169 0.386392 0.386392 0 1 0 0 0 0 0 0 0 0 0
0.623376 0.634634 0.146569 0.214985 0.039735 0.616975 0.551828 0.267873 0.240027 0.393046 0.079526 0.639887 0.376402 0.227225 0.267809 0.469728 0.098401 0.658474 0.179625 0.326557 0.216456 0.379688 0.080176 0.666178 0.346720 0.284524 0.284524 0.676455 0.705067 0.705067 0.424242 0.450373 0.450373 0.576999 0.610895 0.610895 0.642492 0.227911 0.227911 0.357508 0.423262 0.423262 0 1 0 0 0 0 0 0 0 0 0
0.531035 0.558445 0.193256 0.255496 0.056081 0.586316 0.527582 0.350472 0.201661 0.250114 0.041405 0.604932 0.457964 0.342379 0.208854 0.283420 0.046004 0.630310 0.374090 0.424490 0.176394 0.220592 0.035052 0.655858 0.496253 0.439878 0.439878 0.623479 0.646911 0.646911 0.347806 0.367738 0.367738 0.652387 0.572859 0.572859 0.636352 0.349229 0.349229 0.363648 0.416506 0.416506 0 1 0 0 0 0 0 0 0 0 0
0.219071 0.635719 0.122591 0.188902 0.030138 0.629185 0.462478 0.240417 0.236458 0.410945 0.080812 0.587862 0.352463 0.213284 0.253389 0.451650 0.085011 0.625906 0.216329 0.332587 0.184105 0.324901 0.060324 0.636067 0.379049 0.322547 0.322547 0.543877 0.562348 0.562348 0.153206 0.166761 0.166761 0.847183 0.743327 0.743327 0.681955 0.269421 0.269421 0.318045 0.364076 0.364076 0 1 0 0 0 0 0 0 0 0 0
0.418672 0.305369 0.496290 0.536038 0.321666 0.610323 0.632096 0.139090 0.535626 0.551039 0.303101 0.621680 0.395432 0.125046 0.546807 0.576904 0.309601 0.639421 0.253564 0.161881 0.523675 0.528368 0.299725 0.643527 0.716142 0.695770 0.695770 0.392257 0.397415 0.397415 0.084009 0.091799 0.091799 0.916292 0.720037 0.720037 0.588205 0.510217 0.510217 0.411795 0.405927 0.405927 0 1 0 0 0 0 0 0 0 0 0
0.308570 0.627522 0.160491 0.196215 0.084065 0.643370 0.489740 0.281146 0.231250 0.333069 0.109151 0.611583 0.413084 0.303640 0.214490 0.309186 0.101128 0.650489 0.283405 0.458395 0.148612 0.195445 0.082908 0.674184 0.442156 0.364591 0.364591 0.630982 0.651188 0.651188 0.264109 0.279239 0.279239 0.736572 0.666934 0.666934 0.644882 0.261004 0.261004 0.355118 0.404750 0.404750 0 1 0 0 0 0 0 0 0 0 0
0.492511 0.530426 0.180783 0.224733 0.045126 0.604335 0.715093 0.496717 0.138333 0.172598 0.030005 0.464202 0.600980 0.581718 0.115438 0.159036 0.024866 0.470763 0.467591 0.710897 0.077249 0.093347 0.014708 0.471753 0.517494 0.477796 0.477796 0.532485 0.547368 0.547368 0.322711 0.340246 0.340246 0.677669 0.573410 0.573410 0.639568 0.375210 0.375210 0.360432 0.389761 0.389761 0 1 0 0 0 0 0 0 0 0 0
0.241848 0.504345 0.243843 0.262405 0.065012 0.625775 0.689806 0.187354 0.338133 0.429317 0.080682 0.609138 0.153013 0.149312 0.373320 0.524143 0.085386 0.636746 0.346507 0.221222 0.320814 0.413451 0.072436 0.646838 0.569778 0.519665 0.519665 0.560164 0.571849 0.571848 0.149451 0.162194 0.162194 0.851084 0.645495 0.645495 0.608179 0.381762 0.381762 0.391821 0.417961 0.417961 0 1 0 0 0 0 0 0 0 0 0
0.503882 0.234966 0.527149 0.636387 0.298947 0.618193 0.571075 0.098550 0.577976 0.669522 0.304190 0.615924 0.464414 0.087576 0.590367 0.699385 0.308523 0.638992 0.261803 0.117280 0.567200 0.656123 0.299853 0.646093 0.797388 0.743644 0.743644 0.278279 0.282984 0.282984 0.050190 0.055430 0.055430 0.949968 0.840718 0.840718 0.719209 0.638642 0.638642 0.280791 0.276335 0.276335 0 1 0 0 0 0 0 0 0 0 0
0.235590 0.446828 0.283049 0.353211 0.112802 0.638428 0.717590 0.380622 0.245913 0.261690 0.082763 0.531168 0.707301 0.433469 0.228853 0.252376 0.078750 0.555405 0.431435 0.528498 0.197767 0.195262 0.069549 0.570304 0.657244 0.614454 0.614454 0.499169 0.510276 0.510276 0.219027 0.236559 0.236559 0.781741 0.565530 0.565530 0.634771 0.477664 0.477664 0.365229 0.382656 0.382656 0 1 0 0 0 0 0 0 0 0 0
0.890960 0.568082 0.138255 0.211900 0.043483 0.617882 0.424122 0.228681 0.239438 0.402863 0.087977 0.611022 0.000000 0.181593 0.277396 0.503924 0.106632 0.638112 0.150637 0.263005 0.227061 0.418054 0.092311 0.643568 0.358280 0.296379 0.296379 0.613831 0.637319 0.637319 0.290562 0.308372 0.308372 0.709791 0.675525 0.675525 0.658224 0.242715 0.242715 0.341776 0.398387 0.398387 0 1 0 0 0 0 0 0 0 0 0
0.346472 0.298714 0.349206 0.615629 0.080593 0.610057 0.741249 0.139726 0.424625 0.688582 0.122604 0.620331 0.204916 0.114960 0.441678 0.725641 0.127682 0.640429 0.387314 0.146722 0.414910 0.682789 0.115130 0.644252 0.713950 0.630229 0.630229 0.307560 0.318382 0.318382 0.108193 0.116327 0.116327 0.891963 0.862570 0.862570 0.790897 0.560378 0.560378 0.209103 0.225408 0.225408 0 1 0 0 0 0 0 0 0 0 0
0.877721 0.539735 0.152679 0.232102 0.056380 0.634223 0.204398 0.231614 0.240054 0.381269 0.068618 0.604517 0.126289 0.224857 0.240188 0.390890 0.069970 0.635767 0.268097 0.328973 0.183100 0.293427 0.058041 0.647841 0.265479 0.240095 0.240095 0.664741 0.684385 0.684385 0.319642 0.341163 0.341163 0.681499 0.589366 0.589366 0.575257 0.155761 0.155762 0.424743 0.469660 0.469660 0 1 0 0 0 0 0 0 0 0 0
0.529290 0.888703 0.000000 0.000000 0.016223 0.651285 0.728110 0.399067 0.099195 0.250295 0.030613 0.594135 0.502990 0.346960 0.120306 0.289154 0.035495 0.630174 0.346048 0.486633 0.063265 0.198923 0.028612 0.643988 0.000000 0.000000 0.000000 0.784004 0.814164 0.814164 0.362789 0.397819 0.397819 0.638501 0.599170 0.599170 0.567870 0.000000 0.000000 0.432130 0.507517 0.507517 0 1 0 0 0 0 0 0 0 0 0
0.278386 0.587216 0.168258 0.254929 0.066789 0.559008 0.540797 0.268249 0.241877 0.380394 0.087778 0.652639 0.216061 0.239411 0.248788 0.403678 0.082557 0.650342 0.367446 0.334391 0.198453 0.314497 0.064265 0.644777 0.417721 0.345349 0.345349 0.593928 0.623218 0.623218 0.401193 0.419953 0.419953 0.599287 0.601088 0.601088 0.692843 0.300925 0.300925 0.307157 0.372109 0.372109 0 1 0 0 0 0 0 0 0 0 0
0.498136 0.248371 0.513351 0.572774 0.221570 0.618286 0.524418 0.144033 0.518956 0.496182 0.190583 0.642332 0.522286 0.133489 0.531617 0.530869 0.199738 0.659286 0.361461 0.154099 0.522413 0.509400 0.194563 0.668913 0.785758 0.751295 0.751295 0.393233 0.397086 0.397086 0.054089 0.059773 0.059773 0.946105 0.636894 0.636894 0.667445 0.614932 0.614932 0.332555 0.330252 0.330252 0 0 1 0 0 0 0 0 0 0 0
0.484981 0.152157 0.645653 0.732636 0.344524 0.622377 0.588597 0.082077 0.658917 0.662305 0.325760 0.633310 0.379490 0.073977 0.671035 0.692150 0.332536 0.653112 0.165641 0.084995 0.666866 0.681700 0.329936 0.662412 0.764844 0.778051 0.778051 0.518565 0.519385 0.519385 0.055428 0.061390 0.061390 0.944770 0.602377 0.602377 0.504347 0.550475 0.550475 0.495653 0.485904 0.485904 0 0 1 0 0 0 0 0 0 0 0
0.446791 0.246416 0.594360 0.548802 0.358874 0.627991 0.659041 0.137916 0.598651 0.500174 0.320238 0.615928 0.302745 0.119063 0.617965 0.548872 0.333202 0.644129 0.251800 0.129432 0.616493 0.539012 0.329874 0.655563 0.786418 0.775913 0.775913 0.399464 0.401963 0.401963 0.051279 0.057453 0.057453 0.948904 0.566693 0.566693 0.616847 0.628033 0.628033 0.383153 0.372581 0.372581 0 0 1 0 0 0 0 0 0 0 0
0.443914 0.172086 0.557898 0.671371 0.302216 0.624976 0.609477 0.160387 0.508001 0.447185 0.238528 0.627266 0.322130 0.193070 0.486642 0.408648 0.229898 0.650380 0.459498 0.229494 0.470051 0.371187 0.221677 0.661030 0.714314 0.683601 0.683601 0.418425 0.420803 0.420803 0.041167 0.046100 0.046100 0.958980 0.653371 0.653371 0.646102 0.546593 0.546593 0.353898 0.350131 0.350131 0 0 1 0 0 0 0 0 0 0 0
