2.120000000000000000e+02,1.270000000000000000e+02,1.440265447943404498e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.260000000000000000e+02,1.150000000000000000e+02,2.058501024675393420e+00,1.036013813517513635e-02,0.000000000000000000e+00
2.150000000000000000e+02,1.050000000000000000e+02,1.542262038073908270e+00,6.635536986974686913e-03,0.000000000000000000e+00
2.550000000000000000e+02,1.580000000000000000e+02,1.366920803761180858e+00,4.413928396272682325e-03,1.000000000000000000e+00
2.130000000000000000e+02,1.490000000000000000e+02,1.321534309920118888e+00,6.638896120801875134e-02,1.000000000000000000e+00
2.130000000000000000e+02,1.270000000000000000e+02,1.132119445641572408e+00,4.623348803998572065e-01,0.000000000000000000e+00
2.480000000000000000e+02,1.800000000000000000e+02,1.204602832848805427e+00,1.800633823105733111e-01,1.000000000000000000e+00
1.860000000000000000e+02,1.750000000000000000e+02,1.073534219514061361e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.120000000000000000e+02,9.900000000000000000e+01,2.222353110185318226e+00,9.314117961035495163e-02,0.000000000000000000e+00
2.170000000000000000e+02,1.090000000000000000e+02,2.742885459436500195e+00,5.796374855379868851e-01,0.000000000000000000e+00
2.410000000000000000e+02,1.030000000000000000e+02,2.021363760123091602e+00,8.694659972615244037e-01,1.000000000000000000e+00
2.200000000000000000e+02,1.260000000000000000e+02,1.770575533354446840e+00,3.908319185059422884e-01,0.000000000000000000e+00
2.290000000000000000e+02,1.060000000000000000e+02,2.310963470267687558e+00,1.893147502903600454e-01,0.000000000000000000e+00
2.230000000000000000e+02,1.620000000000000000e+02,1.384921296022614268e+00,3.329969727547931607e-02,1.000000000000000000e+00
2.530000000000000000e+02,1.600000000000000000e+02,1.386202054120158733e+00,4.885197850512945639e-04,1.000000000000000000e+00
2.460000000000000000e+02,1.130000000000000000e+02,2.126596862758322271e+00,4.091486658195679638e-02,0.000000000000000000e+00
1.680000000000000000e+02,1.200000000000000000e+02,1.180776839722871285e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.220000000000000000e+02,1.370000000000000000e+02,1.399227642276422712e+00,9.023156774021826032e-02,1.000000000000000000e+00
2.480000000000000000e+02,1.020000000000000000e+02,2.747188762327595679e+00,2.447381302006852461e-03,0.000000000000000000e+00
2.460000000000000000e+02,1.500000000000000000e+02,1.756773884564589494e+00,6.168999481596681989e-02,0.000000000000000000e+00
2.390000000000000000e+02,1.350000000000000000e+02,1.624147013229384484e+00,1.222195062331948119e-03,0.000000000000000000e+00
2.430000000000000000e+02,2.360000000000000000e+02,1.315258284860451488e+00,7.329587099926703668e-04,1.000000000000000000e+00
2.190000000000000000e+02,1.930000000000000000e+02,1.168012041087219899e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.250000000000000000e+02,1.510000000000000000e+02,1.573109214811759360e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+02,1.250000000000000000e+02,1.479309145705343775e+00,6.444906444906445264e-02,1.000000000000000000e+00
2.380000000000000000e+02,1.460000000000000000e+02,1.278767838407055546e+00,1.061301647312989510e-01,1.000000000000000000e+00
2.360000000000000000e+02,1.080000000000000000e+02,2.343559235812796793e+00,1.335972290945076739e-02,0.000000000000000000e+00
1.980000000000000000e+02,8.300000000000000000e+01,2.528250967401082239e+00,9.701779701779701393e-01,0.000000000000000000e+00
1.760000000000000000e+02,1.190000000000000000e+02,1.308057418474605660e+00,3.095897306821042069e-02,1.000000000000000000e+00
1.830000000000000000e+02,1.290000000000000000e+02,1.332290073166603417e+00,2.811244979919678630e-02,1.000000000000000000e+00
2.100000000000000000e+02,1.620000000000000000e+02,1.081888128160548801e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.360000000000000000e+02,1.450000000000000000e+02,1.583978464202738357e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.560000000000000000e+02,1.160000000000000000e+02,1.061472095852171726e+00,2.442284325637910092e-01,1.000000000000000000e+00
1.370000000000000000e+02,1.380000000000000000e+02,1.008433830251037167e+00,9.401709401709401615e-02,1.000000000000000000e+00
2.550000000000000000e+02,1.520000000000000000e+02,1.670934540021121295e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.050000000000000000e+02,1.390000000000000000e+02,1.282605530930138071e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.460000000000000000e+02,1.540000000000000000e+02,1.340415305299176518e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.280000000000000000e+02,1.150000000000000000e+02,2.426256619375300794e+00,4.516458280173513834e-02,0.000000000000000000e+00
2.220000000000000000e+02,1.030000000000000000e+02,2.332930628854835486e+00,2.978453738910012416e-01,0.000000000000000000e+00
1.830000000000000000e+02,1.170000000000000000e+02,1.396460829215832256e+00,5.785123966942148921e-02,1.000000000000000000e+00
2.100000000000000000e+02,1.390000000000000000e+02,1.268688964064594416e+00,1.915899477481960642e-02,1.000000000000000000e+00
2.470000000000000000e+02,1.550000000000000000e+02,1.588212602846749144e+00,4.413928396272682325e-03,0.000000000000000000e+00
1.710000000000000000e+02,1.430000000000000000e+02,9.933834175258864363e-01,6.635536986974686913e-03,1.000000000000000000e+00
2.060000000000000000e+02,1.120000000000000000e+02,1.547644033581133005e+00,1.962616822429906482e-01,1.000000000000000000e+00
2.380000000000000000e+02,1.440000000000000000e+02,1.505789847036137941e+00,1.136487221315932578e-01,1.000000000000000000e+00
2.410000000000000000e+02,1.490000000000000000e+02,1.895145702250186526e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+02,1.550000000000000000e+02,1.706630656620682140e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.080000000000000000e+02,1.230000000000000000e+02,1.482658136087738887e+00,1.243480647817732654e-01,1.000000000000000000e+00
2.550000000000000000e+02,1.580000000000000000e+02,1.763811039188032614e+00,1.711910002445585699e-03,0.000000000000000000e+00
1.460000000000000000e+02,1.000000000000000000e+02,1.158752880942317320e+00,1.036013813517513635e-02,0.000000000000000000e+00
2.510000000000000000e+02,1.370000000000000000e+02,1.576996562189280970e+00,2.144638403990024866e-02,0.000000000000000000e+00
1.990000000000000000e+02,1.530000000000000000e+02,1.389774655211918786e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,1.540000000000000000e+02,1.446542050942549951e+00,7.732772225144660116e-02,1.000000000000000000e+00
