2.550000000000000000e+02,1.380000000000000000e+02,1.786702629120286767e+00,3.809844908968307298e-01,1.615379830120142080e+00,4.746548080444335938e+01,1.000000000000000000e+00
1.690000000000000000e+02,1.040000000000000000e+02,1.537097790427357946e+00,1.449760765550239139e+00,1.372148197070774067e+00,1.492927551269531250e+02,1.000000000000000000e+00
2.390000000000000000e+02,1.080000000000000000e+02,2.820678053479127811e+00,7.619548081975827114e-02,1.206630244041542399e+00,4.927408218383789062e+01,0.000000000000000000e+00
2.320000000000000000e+02,1.030000000000000000e+02,2.604582688686599923e+00,3.906646372399796840e-02,1.126935909649772638e+00,1.039574050903320312e+02,0.000000000000000000e+00
2.030000000000000000e+02,1.480000000000000000e+02,1.485275759746239599e+00,1.838150289017340955e-01,1.037267020241519511e+00,5.140441894531250000e+01,1.000000000000000000e+00
1.730000000000000000e+02,1.220000000000000000e+02,1.102194712297832835e+00,1.460548405148293094e-01,1.307010143083737530e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000000e+02,1.920000000000000000e+02,1.113041753520626065e+00,5.687476062811183120e-01,2.228462052998827936e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.450000000000000000e+02,1.440000000000000000e+02,1.621754700089525603e+00,4.124137931034482785e-01,2.063890472029613399e+00,7.685202789306640625e+01,1.000000000000000000e+00
1.320000000000000000e+02,1.150000000000000000e+02,9.611226584049047394e-01,3.277861825516893701e-02,1.068956168644387805e+00,1.215700073242187500e+02,1.000000000000000000e+00
2.430000000000000000e+02,1.250000000000000000e+02,1.990000181567288751e+00,5.893909626719056986e-03,1.067896137584734451e+00,4.180850601196289062e+01,1.000000000000000000e+00
2.260000000000000000e+02,1.400000000000000000e+02,1.307438885256829275e+00,3.251827577514494749e-02,1.446429359044854035e+00,9.658637237548828125e+01,1.000000000000000000e+00
2.320000000000000000e+02,1.280000000000000000e+02,1.941882093316519509e+00,1.505198776758409851e+00,1.180527099323447349e+00,1.131427612304687500e+02,0.000000000000000000e+00
2.350000000000000000e+02,1.070000000000000000e+02,2.478405791512173106e+00,6.334371754932502374e-02,1.940172361500165588e+00,1.362681884765625000e+02,0.000000000000000000e+00
2.500000000000000000e+02,1.570000000000000000e+02,1.548579857557950579e+00,3.722461382628513421e-02,1.423931968614386534e+00,1.036641387939453125e+02,1.000000000000000000e+00
1.830000000000000000e+02,9.600000000000000000e+01,1.540327613520591887e+00,6.842105263157894912e-01,2.421557277483370019e+00,8.661003875732421875e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.540000000000000000e+02,8.185356347741833405e-01,1.179039301310043641e-01,1.024188581283431043e+00,6.105147552490234375e+01,1.000000000000000000e+00
2.040000000000000000e+02,2.120000000000000000e+02,1.073676984635950626e+00,0.000000000000000000e+00,1.031959208032321884e+00,1.758543968200683594e+01,1.000000000000000000e+00
2.420000000000000000e+02,1.380000000000000000e+02,1.894333061851450228e+00,2.068278096187390822e-02,1.127222999631324774e+00,5.528085708618164062e+00,0.000000000000000000e+00
2.460000000000000000e+02,1.490000000000000000e+02,1.367835053733781780e+00,2.297702297702297614e-02,1.418586104640531698e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.010000000000000000e+02,1.810000000000000000e+02,1.168915135841309683e+00,9.775171065493646130e-04,1.451807616488750563e+00,1.787887878417968750e+02,0.000000000000000000e+00
2.070000000000000000e+02,8.100000000000000000e+01,2.832647600269598609e+00,3.754197447951645450e-01,1.203153074508541698e+00,1.205527648925781250e+02,0.000000000000000000e+00
2.140000000000000000e+02,1.940000000000000000e+02,1.188928437134600724e+00,0.000000000000000000e+00,1.298174089458538960e+00,2.983976364135742188e+00,0.000000000000000000e+00
2.000000000000000000e+02,1.530000000000000000e+02,1.087212044451274728e+00,3.959390862944162093e-02,1.255586207703000445e+00,5.826253890991210938e+01,1.000000000000000000e+00
2.170000000000000000e+02,1.130000000000000000e+02,2.110625593392891908e+00,1.252747252747252737e-01,1.043415534278273826e+00,1.735124015808105469e+01,0.000000000000000000e+00
2.530000000000000000e+02,1.740000000000000000e+02,1.535514683025340110e+00,0.000000000000000000e+00,1.803762273640077796e+00,8.098893737792968750e+01,0.000000000000000000e+00
1.560000000000000000e+02,1.720000000000000000e+02,8.177031895346095203e-01,1.260815822002472192e-02,1.489746087394473228e+00,5.585063552856445312e+01,1.000000000000000000e+00
2.430000000000000000e+02,2.040000000000000000e+02,1.051126221173093400e+00,7.130563068600934314e-03,1.165636951798111998e+00,9.753507232666015625e+01,1.000000000000000000e+00
2.220000000000000000e+02,1.100000000000000000e+02,2.212116724961066261e+00,2.888721426777191709e-02,1.050205874911291248e+00,1.554313964843750000e+02,0.000000000000000000e+00
2.420000000000000000e+02,1.110000000000000000e+02,1.874152650853192936e+00,1.028540656973613299e-01,1.072336369726986094e+00,8.046736145019531250e+01,0.000000000000000000e+00
2.340000000000000000e+02,1.420000000000000000e+02,1.681279638141095711e+00,3.356043401463537634e-02,1.107487006542538177e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.020000000000000000e+02,1.380000000000000000e+02,1.393464265171622918e+00,6.113989637305699415e-02,1.154502696525844918e+00,1.587323608398437500e+02,0.000000000000000000e+00
2.090000000000000000e+02,1.370000000000000000e+02,1.390229215743363111e+00,6.168999481596681989e-02,1.283399386110608109e+00,9.448106384277343750e+01,1.000000000000000000e+00
2.260000000000000000e+02,1.050000000000000000e+02,2.323333070984452409e+00,2.816020025031288898e-01,1.161768678141437583e+00,1.285406341552734375e+02,0.000000000000000000e+00
1.820000000000000000e+02,1.310000000000000000e+02,1.096646893223406360e+00,2.528160200250312989e-02,1.225308460244440178e+00,1.168957214355468750e+02,1.000000000000000000e+00
2.030000000000000000e+02,1.010000000000000000e+02,2.086603948027750732e+00,3.333333333333333148e-01,1.217278082219447999e+00,1.330129699707031250e+02,0.000000000000000000e+00
2.020000000000000000e+02,9.800000000000000000e+01,1.451637430272280538e+00,1.603399433427762089e-01,1.378395698228737754e+00,1.380322875976562500e+02,1.000000000000000000e+00
2.090000000000000000e+02,8.700000000000000000e+01,2.697658902840982531e+00,5.392709507703871141e-01,1.215474991750037148e+00,1.234962081909179688e+02,0.000000000000000000e+00
1.880000000000000000e+02,1.970000000000000000e+02,1.281130432488059689e+00,2.093297903749631039e-01,2.039669149853819530e+00,8.251190948486328125e+01,1.000000000000000000e+00
2.370000000000000000e+02,1.200000000000000000e+02,2.405366047107314387e+00,8.273856727464974636e-02,1.958866256195768818e+00,3.475344467163085938e+01,0.000000000000000000e+00
1.920000000000000000e+02,1.380000000000000000e+02,1.385007256464176661e+00,4.906771344455348668e-03,1.134086789060994471e+00,1.148762054443359375e+02,0.000000000000000000e+00
2.310000000000000000e+02,8.600000000000000000e+01,2.645956977229480866e+00,2.645878357517752466e-01,2.141338225711285848e+00,8.026291656494140625e+01,1.000000000000000000e+00
2.400000000000000000e+02,1.140000000000000000e+02,2.123761706830968876e+00,1.215772179627601368e-01,1.034795981363320960e+00,6.036952972412109375e+01,0.000000000000000000e+00
2.270000000000000000e+02,9.100000000000000000e+01,2.889864423655065906e+00,1.314917127071823233e-01,2.231661689858239317e+00,9.275894165039062500e+01,0.000000000000000000e+00
2.160000000000000000e+02,1.120000000000000000e+02,2.277827467348721324e+00,7.450157397691500871e-02,1.080323612977098557e+00,1.765863494873046875e+02,0.000000000000000000e+00
2.310000000000000000e+02,1.010000000000000000e+02,2.990594827586206872e+00,1.419013102871480303e-01,2.097084593079512338e+00,1.670509185791015625e+02,0.000000000000000000e+00
2.480000000000000000e+02,1.910000000000000000e+02,1.336785835950515366e+00,1.260815822002472192e-02,1.321774042697783758e+00,5.116680145263671875e+01,1.000000000000000000e+00
2.490000000000000000e+02,1.880000000000000000e+02,1.253830470153622478e+00,8.016877637130802314e-02,1.671933179280908233e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.510000000000000000e+02,1.390000000000000000e+02,1.803406569813211124e+00,2.447381302006852461e-03,1.430994828984638367e+00,1.528925018310546875e+02,0.000000000000000000e+00
1.600000000000000000e+02,1.250000000000000000e+02,1.354007883304545912e+00,1.412649763165227113e-01,1.112117310506266721e+00,1.370328216552734375e+02,1.000000000000000000e+00
2.260000000000000000e+02,8.900000000000000000e+01,2.685105915925804165e+00,7.670405522001725318e-01,1.190866784907173903e+00,9.880450963973999023e-01,0.000000000000000000e+00
2.260000000000000000e+02,1.230000000000000000e+02,2.131877631112609528e+00,2.692778457772337670e-03,1.109196132564775006e+00,1.362393188476562500e+02,0.000000000000000000e+00
2.440000000000000000e+02,1.120000000000000000e+02,1.951387406881696984e+00,2.545176110260337077e-01,1.396579188225141932e+00,1.349576873779296875e+02,1.000000000000000000e+00
2.020000000000000000e+02,1.230000000000000000e+02,1.385725007401898967e+00,6.196525797251749984e-02,1.128676352611390765e+00,1.573715362548828125e+02,1.000000000000000000e+00
2.070000000000000000e+02,1.230000000000000000e+02,1.543114620693812444e+00,2.248803827751196249e-01,1.383854115685015262e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.770000000000000000e+02,1.020000000000000000e+02,1.624182458494046521e+00,3.183933382316923681e-03,1.020011142019776607e+00,1.319053344726562500e+02,1.000000000000000000e+00
1.380000000000000000e+02,1.300000000000000000e+02,8.665231767421548437e-01,1.034482758620689641e-01,1.102614822878428491e+00,1.594024658203125000e+02,1.000000000000000000e+00
2.230000000000000000e+02,9.900000000000000000e+01,2.349788229668340556e+00,7.474402730375426795e-01,1.078183659298447727e+00,7.325332641601562500e+01,0.000000000000000000e+00
1.930000000000000000e+02,1.260000000000000000e+02,1.218165263816616495e+00,2.579514149762083750e-02,1.157401625145289659e+00,0.000000000000000000e+00,1.000000000000000000e+00
